,id,examples,file_id,user_id,subforum_id,num_contexts,label,scores
1021,30558443_2,But the truth is he needs a boot party and take our flag back thank you very much .,30558443_2,735944,1348,0,noHate,0.20441324
1022,14106511_2,Lynn336,14106511_2,599981,1381,0,noHate,0.21684645
1023,14297733_1,The above comments are spot on target .,14297733_1,605744,1380,0,noHate,0.08221345
1024,30546860_1,When they sent n iggers to space the space ships started blowing up .,30546860_1,734911,1348,0,hate,0.8028341
1025,13864288_1,"No it is not a joke , we have a very high standard education system here in Ireland ..",13864288_1,591107,1391,1,noHate,0.17669894
1026,14057345_4,Paper claims 250 - I was walking pass there and would estimate 100-200 demonstrators .,14057345_4,572065,1383,0,noHate,0.0716099
1027,30762980_2,I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,30762980_2,572043,1354,0,hate,0.46589994
1028,14034721_1,No is not bad and you should never lower your self to their level of self denial and blindness .,14034721_1,572260,1387,5,noHate,0.20158254
1029,30703979_1,Anyone who believes that Hitler 's actions were well founded and the correct actions for the situation has to also believe that white extinction is an acceptable outcome .,30703979_1,573148,1354,0,noHate,0.56573594
1030,13507823_3,"Jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , Vernita Curtis , 81 and Gladys Ott , 90 , were beaten and strangled to death during burglaries a week apart in a Long Beach apartment building .",13507823_3,577743,1345,0,noHate,0.07187169
1031,31764328_2,Also my college did not allow jews or homosexuals .,31764328_2,573756,1363,0,noHate,0.7143426
1032,30457462_2,HIV/AIDS is n't killing them off fast enough .,30457462_2,575397,1388,0,hate,0.37143448
1033,13447735_3,Invictus Press Home Page,13447735_3,575842,1347,0,noHate,0.033409216
1034,30691126_8,The students should be able to express themselves .,30691126_8,588910,1362,0,noHate,0.036113247
1035,14426968_2,I work in close proximity to more of them than I care to .,14426968_2,573750,1375,3,noHate,0.094332546
1036,14675832_2,"Same with wolves and dogs , wolves and coyotes .",14675832_2,576526,1371,0,noHate,0.09210257
1037,12858701_1,"So according to section C , what few jobs there are in our areas will be given to these people as well Thanks for posting this .",12858701_1,572179,1346,2,noHate,0.07866423
1038,12848217_1,I was a substitute teacher for the Jackson Mississippi Public School System in the late 1990 's .,12848217_1,575810,1346,0,noHate,0.017388325
1039,14664996_1,Feel free to point out the intelligence in your claim that Germans have achieved nothing .,14664996_1,572573,1371,0,noHate,0.22804442
1040,13503418_1,"Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .",13503418_1,576356,1395,0,hate,0.7388681
1041,14264199_1,yes I was on his call list there at the hospital since I was down there I had to be to get in touch with him for the plummer and for anything else I needed from him as soon as I talk to him at the jail I will let you all know. or if you want to leave a message for him you can just pm me and ill give you the number and you can ask him your self,14264199_1,579231,1380,0,noHate,0.102289
1042,14030596_1,Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,14030596_1,584498,1387,0,hate,0.44231626
1043,14673502_1,I repped yez but must spread it around before ...,14673502_1,573542,1371,0,noHate,0.14584425
1044,14111061_1,KC skin boy looking for KC skin girl .,14111061_1,600089,1381,0,noHate,0.3770908
1045,14426968_3,I watch very little television and what little I do watch sure as hell wo n't be spent as a study of the common * * * * * * s psyche .,14426968_3,573750,1375,3,noHate,0.6079781
1046,30537360_2,The religious aspect does n't have anything to do with it and catholicism is largely brown church,30537360_2,574425,1362,0,noHate,0.23164053
1047,30691126_9,7. gender segregated or no ?,30691126_9,588910,1362,0,noHate,0.07676895
1048,13447735_2,"It 's a nationalist site as well , maybe give them a try !",13447735_2,575842,1347,0,noHate,0.10397291
1049,30457462_3,They breed faster .,30457462_3,575397,1388,0,noHate,0.06151051
1050,13507823_2,"The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .",13507823_2,577743,1345,0,noHate,0.3833215
1051,14678742_2,Asians are fairly well mannered and intelligent and easier for most whites to get along with .,14678742_2,578710,1371,0,noHate,0.19494663
1052,13867383_1,"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",13867383_1,573582,1391,0,hate,0.28012833
1053,14675832_3,"If you look at an Alaskan malamute and a timber wolf that are two different species , they look a lot more alike than say a Congolese and a Swede .",14675832_3,576526,1371,0,hate,0.22598471
1054,13864402_2,http://u.tv/newsroom/indepth.asp ? id = 63241 & pt = n,13864402_2,582579,1391,0,noHate,0.1375109
1055,30762980_3,11,30762980_3,572043,1354,0,noHate,0.03796733
1056,30591344_1,What age is too old to start driving a truck on the long hauls ?,30591344_1,572726,1348,0,noHate,0.15055186
1057,14057345_5,"Some Communists , some Kurdish Nationalists and some German Anti-War people .",14057345_5,572065,1383,0,noHate,0.19941424
1058,13853608_1,"Would the gentleman kindly tell us , can wogs be Irish ?",13853608_1,573444,1391,0,noHate,0.56293637
1059,13553557_1,"You can clearly see in this video they want the white women to look dumb and crazy , whille the asian man looks intelligent and content .",13553557_1,588238,1346,0,relation,0.8028341
1060,13050074_1,Maybe they are unionized .,13050074_1,572325,1345,0,noHate,0.086128816
1061,30398448_3,"The first and most absolute priority is maintaining core body temperature , a 100 bucks will do that .",30398448_3,573365,1359,0,noHate,0.043567516
1062,30680110_1,My big complaint is that it is freaking expensive .,30680110_1,577091,1362,0,noHate,0.5078745
1063,31787638_2,Graduated two years ago and still do n't miss it .,31787638_2,586751,1363,0,noHate,0.070887886
1064,14027556_6,Joyful times indeed !,14027556_6,595869,1387,0,noHate,0.064455785
1065,30392180_4,"When the local TV station ran the video and explanation of the event , the news anchors could not keep a straight face and its all broke down into uncontrollable laughter .",30392180_4,573148,1362,0,noHate,0.10641038
1066,30663581_1,I hope it is forgotten and we focus on the Holdomor and the death of 10 million Christians .,30663581_1,576000,1354,0,relation,0.51335526
1067,13458373_2,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics,13458373_2,582330,1347,0,noHate,0.5219354
1068,30502517_2,As do blacks .,30502517_2,572043,1388,0,noHate,0.5310812
1069,14268748_3,http://www.census.gov/geo/www/mapgal...inPD-1990.html,14268748_3,605391,1380,0,noHate,0.094462514
1070,13590484_1,"well go here n click on the festival that intressting the sites in swedish but the links r to festivals in europe http://www.aftonbladet.se/vss/puls/s...,56892,00.html : cop",13590484_1,589611,1393,0,noHate,0.18185936
1071,13137240_3,http://www.davidduke.com/mp3/dukeradio080723brunog.mp3,13137240_3,575250,1345,0,noHate,0.094462514
1072,13589608_2,Beautiful Sweden poisoned by Arab/Muslim trash .,13589608_2,586693,1393,0,hate,0.87185377
1073,30558618_1,"Vail Pass and Eisenhower Tunnel - YouTube Vail Pass ( elapsed time video , with John Denver music ) GTA video gameplay , crimmigrant driver wields heavy haul truck through Los Angeles. gta san andreas - Mcdonalds truck - YouTube",30558618_1,575695,1348,0,noHate,0.047569595
1074,31760414_1,"Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",31760414_1,633578,1363,0,hate,0.4164465
1075,13948582_2,50 shades of brown,13948582_2,579104,1388,0,hate,0.17476529
1076,14094053_4,Last time I kissed her .... yesterday .,14094053_4,598611,1381,0,noHate,0.34389764
1077,13842819_1,"They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .",13842819_1,591048,1391,4,hate,0.7143426
1078,13455685_2,The one part of the video that is n't surprising .,13455685_2,576598,1347,0,relation,0.11718862
1079,13618845_1,thanks for the tip rock does not really macth My taste but I 'll go check it out anyway who knows,13618845_1,581265,1393,1,noHate,0.10569388
1080,30560620_1,Love how the ape loses so starts going on about how he 's going to shoot him .,30560620_1,578431,1359,0,hate,0.7606216
1081,30444110_9,"I feel as though this border should be much , much further south .",30444110_9,574197,1348,0,noHate,0.09991662
1082,13566980_3,"First it was called `` Kod pastira '' ( At Shepherd 's ) in 1878 , then , in 1892 `` Kod Saborne crkve '' ( At the Cathedral Church ) , but this was soon removed , because it neither complied with regulations on restaurants , nor did the Church authorities find it suitable .",13566980_3,576086,1394,0,noHate,0.03344737
1083,14040105_2,My advice would be to pray about it and ask yourself what sort of person is she now .,14040105_2,574345,1387,0,noHate,0.046812885
1084,13480245_3,http://www.wnd.com/index.php ? fa = PAGE.view & pageId = 100806,13480245_3,572066,1345,0,noHate,0.072457656
1085,14420990_2,Probably the largest listening audience he 's ever had .,14420990_2,574130,1375,0,noHate,0.120599225
1086,14016744_1,"Hello, I just joined too .",14016744_1,595586,1388,0,noHate,0.060709607
1087,14422674_2,The essay itself is chock full o ' helpful hints on info distribution .,14422674_2,599969,1375,0,noHate,0.068384886
1088,30520490_1,ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,30520490_1,578773,1359,0,noHate,0.13350387
1089,14418116_2,Wisconsin should have way more than what this map shows .,14418116_2,573635,1375,0,noHate,0.06490903
1090,30496402_2,Is that a hate crime what I just said ?,30496402_2,575397,1388,0,noHate,0.21160094
1091,14055216_1,I'm glad you realized it .,14055216_1,578492,1383,0,noHate,0.08372605
1092,14056940_2,So far you have not tried to post hardly anything but asking about your race type .,14056940_2,572734,1383,0,noHate,0.19018526
1093,30583625_1,Not so sure this will fit your bill but March of the Titans is a great book on European History .,30583625_1,572977,1362,0,noHate,0.108362675
1094,13460091_1,Where is Bernard Goetz when you need him ?,13460091_1,572158,1347,0,noHate,0.07880093
1095,30625900_2,"If a third world savage attacks a Jew , is it all Jewey 's fault ?",30625900_2,573148,1346,0,noHate,0.6190695
1096,30542077_2,"These negroes make way more money than you do , and sleep with way more white women than you do , they 're the kings and you are their pathetic followers .",30542077_2,573472,1348,0,noHate,0.9145083
1097,13148088_2,Ohio in general looks to be in bad shape .,13148088_2,573458,1345,0,noHate,0.27924746
1098,30483222_3,Kick over the pieces ?,30483222_3,572231,1354,0,noHate,0.33586213
1099,13616113_1,that prince who married that asian is a freak. imagine his half and half kids growing up and trying to marry into other royal families,13616113_1,573589,1393,0,hate,0.69964606
1100,14673330_2,If its a non white they cover it up .,14673330_2,576724,1371,0,noHate,0.39507833
1101,13479258_2,Innocent whites including white children all murdered by heartless groid savages .,13479258_2,573455,1345,0,hate,0.6570759
1102,30439860_1,Trigonometry http://www.pinkmonkey.com/coreconcep...jects/trig.htmCoreConceptshttp://www.catcode.com/trig/FAQaboutTrigonometryhttp://www.ping.be/~ping1339/gonio.htmIntroductiontoTrigonometryhttp://www.acts.tinet.ie/trigonometry_645.htmlAsimpleonlineTrigcourseforum.swarthmore.edu/workshops/usi/pascal Pascal 's Triangle http://www.sosmath.com/trig/trig.htmlS.O.S.Mathematicshttp://score.kings.k12.ca.us/trigonometry.html Collection of lesson plans for California math students .,30439860_1,602718,1362,0,noHate,0.12005899
1103,13586421_15,"To sum it up , the situation in Sweden is a complete disaster .",13586421_15,581207,1393,0,relation,0.50592446
1104,30505306_2,"They were not as dark as , say , a modern Iraqi .",30505306_2,579964,1354,0,noHate,0.29475075
1105,14027755_1,I wonder why this has been introduced I would n't trust anything that is being taught in our schools - nothing in our schools is for the betterment of our white children and anything that has been newly introduced ( especially in the times we are living in now ) I would be highly sceptical .,14027755_1,581914,1387,0,noHate,0.43609086
1106,30611264_3,Best place for DNA test btw ? 23andme or ancestory ?,30611264_3,574754,1348,0,noHate,0.18525426
1107,14095095_2,"For example , almost all the 12 year olds last year dressed up a `` Wiggers '' , `` Whores '' , or `` Pimps '' for Halloween !",14095095_2,598702,1381,0,noHate,0.7143426
1108,14033097_2,This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .,14033097_2,575458,1387,0,hate,0.48932967
1109,30734502_1,Sabotaging the system is a good idea .,30734502_1,575163,1362,0,noHate,0.3215217
1110,14406515_2,"Lumberton , Texas in Hardin County .",14406515_2,572317,1375,0,noHate,0.10675261
1111,13843751_2,I would prefer to get the lot of us together and tackle the real enemies of Northern Ireland and the Republic of Ireland ergo the Island of Ireland ... and the enemy is n't each other my brothers and sisters .,13843751_2,583096,1391,0,noHate,0.3221792
1112,13856421_2,The media want 's to promote a pro Multi ~ Culti Ireland and not all the disaster that it has caused in Ireland,13856421_2,591104,1391,0,noHate,0.15208285
1113,13385970_1,"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .",13385970_1,572128,1345,0,hate,0.6592922
1114,30416083_2,It has a lot of useful videos free to download on it .,30416083_2,577785,1362,0,noHate,0.101006575
1115,13245340_3,Has Jack McLamb been contacted ?,13245340_3,572066,1345,0,noHate,0.08283926
1116,13284493_1,She was probably the victim of a groid rage rape also .,13284493_1,572180,1345,0,hate,0.66553557
1117,30555057_1,I've had this on my mind most of the day ... it 'll be important to know others in your area who you can network with .,30555057_1,577081,1359,0,noHate,0.01606182
1118,13610403_1,Strange more people ca n't see the problem !,13610403_1,589377,1393,0,noHate,0.10905465
1119,12848215_2,https : //www.stormfront.org/forum/t814765/,12848215_2,575695,1346,0,noHate,0.0927962
1120,14663016_2,Mexicans have plenty of open space in their countries to develop they do n't need ours .,14663016_2,572542,1371,2,hate,0.34579682
1121,13563834_1,The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .,13563834_1,580949,1347,0,hate,0.19304562
1122,30791003_1,I'm going to post this one a bit early just in case .,30791003_1,573901,1362,0,noHate,0.055669628
1123,14296059_2,Is n't 80 years of failure enough to teach you something ?,14296059_2,585681,1380,2,noHate,0.19332565
1124,30405447_2,Once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .,30405447_2,572107,1396,0,hate,0.83785176
1125,13640101_1,I'm planning on being in ireland within the next year .,13640101_1,591127,1391,0,noHate,0.06393814
1126,30457460_1,"Yes, that 's what I tell Black prostitutes in my neck of the woods when the accost me for a good time !",30457460_1,575832,1388,2,noHate,0.8334318
1127,14658717_1,I have tall guy privilege ... but I 'm always banging my head on the shower ceiling .,14658717_1,572299,1371,0,noHate,0.4666569
1128,13511105_4,"Robinson ended up hawking the cannon to Top Paid Scrap , a salvage company in the 13000 block of Chef Menteur Highway in eastern New Orleans , according to a New Orleans police report filed in conjunction with Robinson 's arrest .",13511105_4,577743,1345,0,noHate,0.074047655
1129,14412073_1,Good.,14412073_1,577734,1375,0,noHate,0.03824546
1130,14668499_2,"Here , chew on this : Violence mars May Day rally in Seattle They just come here `` seeking a better life ( hand-out ) '' ..........",14668499_2,576755,1371,3,noHate,0.3212371
1131,14018061_1,"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",14018061_1,579386,1388,0,hate,0.11525093
1132,14034723_2,I myself would distance myself from a family like that .,14034723_2,572814,1387,0,noHate,0.059250128
1133,30703918_1,Also another film Wheels of Terror has what appears to be post war tanks in its battle scenes .,30703918_1,576549,1354,0,noHate,0.24529849
1134,30394437_3,Texas is basically it 's own country .,30394437_3,572484,1396,0,noHate,0.18556441
1135,30620935_1,These two are FANTASTIC !,30620935_1,575906,1348,0,noHate,0.026709491
1136,30395748_5,YouTube - Broadcast Yourself .,30395748_5,574948,1348,0,idk/skip,0.16765575
1137,14034808_2,Dare to speak out in a country with supposed free speech and you 're labelled a bigot !,14034808_2,572357,1387,1,noHate,0.56708026
1138,30543352_3,I never have but I imagine its a little too easy to off someone that way .,30543352_3,577681,1359,0,noHate,0.10095053
1139,14095559_2,"I do n't know if the person that said that ever leaves the house , but all I ever see are black guys and Mexicans everywhere .",14095559_2,598744,1381,1,hate,0.5783813
1140,14038566_1,Indeed.,14038566_1,596097,1387,0,noHate,0.05541845
1141,30502533_3,Both are valid .,30502533_3,575397,1388,0,noHate,0.018224671
1142,13594631_3,Anyway good luck all .,13594631_3,589830,1393,0,noHate,0.08099224
1143,14023008_2,Hoping to meet some NS girls if any single ones even exist lol .,14023008_2,578816,1388,0,noHate,0.43676916
1144,14099872_1,"Hi all , I just would like to meet white conscious people from other countries , specially girls .",14099872_1,586237,1381,0,noHate,0.2166816
1145,30571520_2,"Remington 000 standard velocity failed to penetrate past the motherboard , mostly stopping between a couple of sheets of metal comprising the shell of the unit .",30571520_2,574214,1359,0,noHate,0.22976296
1146,13474668_1,"But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .",13474668_1,572224,1346,0,hate,0.8351221
1147,30680055_4,I will grin and bear it and keep on getting respectable grades .,30680055_4,603683,1362,5,noHate,0.12173119
1148,14407408_2,Is there evidence to support/oppose this ?,14407408_2,575649,1375,0,noHate,0.07017949
1149,30618051_3,Go see you tube video about Z-Backscatter Vans too .,30618051_3,739787,1359,0,noHate,0.14600973
1150,30453770_3,"People have the same racial origin , regardless of religion",30453770_3,572990,1354,1,noHate,0.10533736
1151,30506355_3,"Shoot me a Private Message if nearby and interested , thanks .",30506355_3,602084,1359,0,noHate,0.53724426
1152,30382967_2,I cannot imagine how revolting it must be - the PC dialogue at your university -- idolizing athletes who dont belong in college -- white women getting pregnant with freaks,30382967_2,578432,1348,0,noHate,0.5122727
1153,13063290_2,* Unsubscribed * Off to the SA threads .,13063290_2,578990,1345,2,noHate,0.113200076
1154,30756322_1,luckily my child goes to a more white school so they do not even teach about this and they are the only school in the county that had school on mlk day .,30756322_1,583381,1362,0,noHate,0.32240394
1155,12882293_3,YouTube - A Tour Of Detroit 's Ghetto,12882293_3,577433,1345,0,noHate,0.28873545
1156,30443858_2,They speak of the soul of our Race .,30443858_2,572525,1348,0,noHate,0.32246846
1157,30383102_1,Guns n Roses is not music .,30383102_1,573148,1348,0,noHate,0.14888681
1158,13552491_2,Not a single picture on any of them had a white male .,13552491_2,576755,1346,0,noHate,0.22182427
1159,33141766_3,Coming out of the worst drought the country ever seen we must all thank God for the rain He send .,33141766_3,572287,1396,0,noHate,0.32158673
1160,14297717_1,"88 all , this is my first post and i 've read this whole thread so i guess I have a few comment 's , let 's start , shall we ?",14297717_1,601519,1380,0,noHate,0.06771687
1161,13503337_2,I hope such classes will be the future of all Russia,13503337_2,576356,1395,0,relation,0.061837822
1162,13868014_2,"Aye , warriour of Éire . . . whether you would like fadas for Irish Gæilge , e.g. , é , í , ó and the like , or Scottish Gælick , e.g. , ì , ò , è , é , í , à , ù and the like . . . try such , lad : I. Start Menu to All Programs to Accessouries to System Tools to Litrichean ( I canæ re-call of what Litrichean tis called in English for my computer is in Gàidhlig , but tis Script Lettres , Characters or the like , I reckon. )",13868014_2,572043,1391,0,noHate,0.074742965
1163,14110260_4,Einherjer88@hotmail.com,14110260_4,589660,1381,0,noHate,0.045417458
1164,31324620_2,I have not head much more about it since .,31324620_2,572266,1346,0,noHate,0.05071482
1165,30542503_2,Thank you to all who posted them .,30542503_2,572977,1354,0,noHate,0.039727535
1166,13461586_2,It was only a matter of time before it hit the U.S. and Europe .,13461586_2,581923,1346,0,noHate,0.17553894
1167,14673601_2,Negro task master .,14673601_2,575678,1371,0,noHate,0.61812335
1168,13504033_3,Man apprehended in killing of ex-girlfriend in suburban West Palm Beach,13504033_3,577743,1345,0,noHate,0.20334591
1169,14098701_4,So IM me .,14098701_4,599056,1381,0,noHate,0.038504623
1170,30534333_3,"Hungarians , Finns , Latvians ... even a few hapless German-speaking Swiss and French Alsatians were interned . The story of Costa Rica 's forgotten World War II internment camp - The Tico Times",30534333_3,577094,1354,0,noHate,0.19017418
1171,14060956_1,Ever noticed how they always say that about the Romans or Greek armies ... No one says ' ' oh I wonder how many non Whites were on the Goth or Gaul armies ' ' .,14060956_1,572990,1383,0,noHate,0.34523395
1172,14298546_1,Bless you Mr. Duke !,14298546_1,573146,1380,0,noHate,0.120982416
1173,14661867_2,They want to a mixed population since they know that mixed populations have NO center around to rebel .,14661867_2,575459,1371,0,noHate,0.25882658
1174,13477177_1,"This is a sad reality it is sad to read some peoples stories makes me know how good I 've got it , and not to take things for granted .",13477177_1,583153,1345,0,noHate,0.086409494
1175,13601461_1,"There comes a moment when we must act , regardless of the consequences .",13601461_1,572043,1393,0,noHate,0.04700669
1176,14083173_2,I 'm too close to the left coast .,14083173_2,585426,1381,0,noHate,0.07359675
1177,13583491_1,At least they had someone who would have lifted a weapon towards Terrorist or Commies that would have hurt them ... hehe,13583491_1,589016,1393,0,noHate,0.44042554
1178,30677882_1,"I'm looking for a good book on the terror laid down by Stalin upon his own people , preferably from a nationalist or at least neutral perspective .",30677882_1,576520,1354,0,noHate,0.23596883
1179,30491877_4,This was before I ever became WN .,30491877_4,574438,1362,0,noHate,0.12078286
1180,30660608_3,"Besides Thanksgiving , to me , is just an excuse to mess around and eat as much turkey , potatoes , corn , stuffing , and cranberry sauce as I can .",30660608_3,581497,1362,0,noHate,0.07644562
1181,12875264_5,http://www.wntube.net/play.php ? vid = 1428 & code = 108,12875264_5,575695,1397,0,noHate,0.07361386
1182,30657288_2,Oh and the Sun Wheel is a Pagan Symbol before the spread of Christianity ....,30657288_2,574140,1346,0,noHate,0.30201298
1183,31442389_2,And still water ends up on the top and oil on the bottom .,31442389_2,572414,1346,0,noHate,0.06449393
1184,14097203_2,Patience is a virtue you know .,14097203_2,598498,1381,0,noHate,0.068165526
1185,30428490_1,"I have Japanese friends online , and they think it 's pretty funny that our countries are letting themselves get * * * * ed by bull * * * * .",30428490_1,734806,1348,0,noHate,0.6079781
1186,14676490_1,"Listen, I admire you for wanting to make the negroes feel better about themselves , but the evidence FOR race is overwhelming .",14676490_1,573383,1371,1,noHate,0.62761104
1187,31755383_1,Absolutely!,31755383_1,572266,1363,0,noHate,0.061540738
1188,13857173_1,"I wasnt going to bother with this thread but I am rapidly coming to the conclusion you can , t read we are NOT C18 , we have nothing to do with them ...... look at post #13 for Christ sake",13857173_1,576760,1391,0,noHate,0.13517371
1189,13030567_1,Thank you for sharing your free and peaceful home while you have one .,13030567_1,572682,1345,0,noHate,0.065781124
1190,30414700_3,Also available with other on line sources https : //www.amazon.com/s / ? ie = UTF8 & ke ... l _ 175hzupf6t _ b,30414700_3,573125,1359,0,noHate,0.066495515
1191,31330843_3,I 'd like to see Iran wipe Israel off the map .,31330843_3,582650,1346,0,hate,0.72897494
1192,30657972_2,I know they live in Germany .,30657972_2,575087,1348,0,noHate,0.07213741
1193,30560311_1,Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,30560311_1,578431,1359,0,hate,0.7806142
1194,13500305_2,Now I use Soulseek ( click HERE ) for my downloading .,13500305_2,573911,1395,0,noHate,0.11862746
1195,14068536_2,"Because Illyrian-Celt tribes ( Dalmatie , Japods etc ) lived on present day Croatia , then the Slavic Croats arrived and assimilated those Illyrian-Celts , and on end we have Germanic influx during Frankish empire , Holy Roman Empire , Austro-Hungarian Empire and ww1 + ww2 period .",14068536_2,586363,1383,0,noHate,0.12650666
1196,14101347_1,Rule Britannia I love you .,14101347_1,586658,1381,0,noHate,0.06806171
1197,13435014_4,The best darned pecan pie I have ever had !,13435014_4,576823,1347,0,noHate,0.15985595
1198,13450842_5,Our government has been in the practice of tearing down the white race to raise the non white minority races by forcing diversity and multiculturalism down white people 's throats .,13450842_5,579071,1347,3,noHate,0.706699
1199,13859066_1,You got that right in one go.Lets hope he gets well soon and on his way home If you do n't have these apes in your great Country then count your blessings,13859066_1,572190,1391,0,hate,0.56543446
1200,14279550_10,"This coming week , I will be sliding hundreds of these fliers under the windshield wipers of cars in the mall parking lots in the Houston area .",14279550_10,573505,1380,0,noHate,0.07243498
1201,13506650_2,"June 6 , 2010 6 : 20 p.m. EDT See full article : Mississippi man faces sixth capital murder trial in 1996 shootings - CNN.com",13506650_2,584350,1345,0,noHate,0.17439356
1202,12854602_1,I read a few things about him awhile back and he is far to the left as so many of them are .,12854602_1,576464,1346,0,noHate,0.15509245
1203,14078800_1,I know much about that event because I was in that crowd that day in 2010 .,14078800_1,582486,1383,0,noHate,0.07150002
1204,30396930_1,The only way you be able to do a photo like that today is to hire actors .,30396930_1,575789,1354,0,noHate,0.18181042
1205,13861472_1,Give them their interview but be careful not to say anything stupid.Tape the interview for legal reasons put it up on the net.Let the truth prevail .,13861472_1,591113,1391,0,noHate,0.4947098
1206,13288494_1,Excellent Article !! * * * * * Why Were n't They In Jail ?,13288494_1,572180,1345,6,noHate,0.3207745
1207,13587091_3,Aragorn,13587091_3,579436,1393,0,noHate,0.042571098
1208,13147434_7,"At least 700,000 of retail jobs will be lost .",13147434_7,578303,1345,0,noHate,0.120592974
1209,14302523_4,"Great idea though , I would love an all White dance class WPWW",14302523_4,593911,1380,0,noHate,0.09610218
1210,14265509_4,You went there .,14265509_4,579560,1380,0,noHate,0.06518825
1211,31777468_3,"Thanks , Scott",31777468_3,590006,1363,0,noHate,0.009696897
1212,12882682_3,Period .,12882682_3,577789,1345,0,noHate,0.09439579
1213,14112237_1,Congrats and I hope you both have very happy and long lives together !,14112237_1,599136,1381,0,noHate,0.013675073
1214,30498223_3,"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .",30498223_3,572147,1348,0,noHate,0.079177685
1215,13862051_1,"I registered to make comment but there appear to have a critical error , o dear .",13862051_1,592775,1391,0,hate,0.07202256
1216,13196322_2,"Do ` F * ck with our families , buckwheat !!",13196322_2,578970,1345,2,noHate,0.87480044
1217,30500254_3,"Anyway , I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother , because this is 2014 and the NSA and FBI are everywhere , and I like having plausible deniability .",30500254_3,575946,1362,0,noHate,0.1160365
1218,14678627_2,Unless you have no conscience .,14678627_2,572067,1371,0,noHate,0.15764542
1219,13583818_2,Have the mods refused it ?,13583818_2,586021,1393,0,noHate,0.12447822
1220,30852439_1,"Yeah, thank God for fingers ....",30852439_1,582493,1346,0,noHate,0.17849463
1221,12959694_1,"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.",12959694_1,578336,1345,5,hate,0.35019583
1222,30631814_2,Oh and Pankration was a martial sport not a martial art,30631814_2,576318,1359,0,noHate,0.1644067
1223,30626480_2,I gave out handfuls of good chocolate candy and the kids were happy .,30626480_2,573148,1348,0,noHate,0.27055195
1224,14409149_2,White town saved by the magic negroes of Afreakkaland .,14409149_2,580348,1375,0,hate,0.69515234
1225,13850336_1,Your right but i would say if nothing is done fast in 5 years Irish people are doomed .,13850336_1,579630,1391,0,noHate,0.42144895
1226,13586328_3,Tch tch tch .... !!!,13586328_3,589256,1393,0,noHate,0.86926234
1227,30507680_2,Maybe you should look there or just move here to miss. Or more specifically Tupelo .,30507680_2,603922,1362,0,noHate,0.13937302
1228,13587851_5,It was ' National Song and Dance Festival ' in Estonia today and yesterday .,13587851_5,572043,1393,0,noHate,0.027569078
1229,13285245_2,Why would the press be covering this .,13285245_2,573347,1345,15,noHate,0.059986208
1230,13621261_7,May they be put away for good .,13621261_7,579371,1393,0,hate,0.12830533
1231,14016815_3,I can go weeks in my town without seeing a non white unless an Indian is hitchhiking to town .,14016815_3,581725,1388,0,noHate,0.4301512
1232,14670222_2,"Thanks , CPAMIKE",14670222_2,614078,1371,0,noHate,0.18493725
1233,31759549_1,"im not in history this year. cant really talk about last year cause i forgot most of it by now and what i do remember would be biased cause i didnt join national socialism until coupla months ago , and i dont even know if you could really say i joined. not like u fill out a form or something .",31759549_1,607428,1363,0,noHate,0.3461311
1234,30644511_3,Little kids all decked out in their costumes .,30644511_3,585121,1348,0,noHate,0.35932395
1235,31676049_2,Youre all a lovely bunch of people and I thank you for your concern I am at the moment insisting on being driven .,31676049_2,600868,1363,0,noHate,0.06524365
